NM_001369457	NM_001374870
NM_001369457	NM_001374868
NM_001317810	NM_001317811
NM_001369457	NM_001374852
NM_001369457	NM_022074
NM_001369457	NM_001142519
NM_001369457	NM_001374849
NM_001369457	NM_001142521
NM_001317810	NM_001317808
NM_001369457	NM_198847
NM_001369457	NM_001312910
NM_001369457	NM_001374848
NM_001369457	NM_001374858
NM_001369457	NM_001374859
NM_001369457	NM_001312911
NM_001369457	NM_001374866
NM_001369457	NM_001374869
NM_001369457	NM_001374857
NM_001369457	NM_001374853
NM_003548	NM_175054
NM_001007230	NM_001007227
NM_001195257	NM_001037804
NM_003548	NM_001034077
NM_001017367	NM_000716
NM_001007230	NM_001007229
NM_001007230	NM_001007226
NM_001033572	NM_001033571
NM_001127200	NM_012196
NM_001002761	NM_001002760
NM_001007230	NM_003563
NM_001002758	NM_004676
NM_001127200	NM_001098407
NM_001366994	NM_001366993
NM_031498	NM_001198756
NM_001330067	NM_000513
NM_001256510	NM_001256512
NM_031498	NM_001198755
NM_001256510	NM_001256513
NM_001098624	NM_001193277
NM_001256421	NM_001256422
NM_001256510	NM_001256511
NM_080747	NM_001146225
NM_001033572	NM_001346471
NM_001282699	NM_001320737
NM_016290	NM_001199297
NM_001318750	NM_001318749
NM_001256867	NM_001242327
NM_001306072	NM_001310134
NM_001033572	NM_001346473
NM_001321183	NM_001321188
NM_199167	NM_001318522
NM_001321183	NM_001099684
NM_018017	NM_001321829
NM_001002901	NM_001320241
NM_001330738	NM_001330734
NM_001002018	NM_001288665
NM_001330738	NM_001330735
NM_032907	NM_001286740
NM_032146	NM_177976
NM_001136509	NM_001353381
NM_001291540	NM_001321271
NM_001317856	NM_001099661
NM_001282699	NM_001320740
NM_001033572	NM_001346472
NM_001322494	NM_001322495
NM_001330738	NM_001330737
NM_001291540	NM_001291535
NM_007073	NM_001199563
NM_001199874	NM_003779
NM_016290	NM_001199298
NM_001278255	NM_017443
NM_001366977	NM_001366980
NM_001007230	NM_001007228
NM_001017367	NM_001017365
NM_001278623	NM_001278624
NM_001348255	NM_203306
NM_001159726	NM_001010873
NM_001097634	NM_001490
NM_001289998	NM_000460
NM_001322494	NM_000178
NM_001365590	NM_001365592
NM_001365590	NM_001365593
NM_001105248	NM_001261841
NM_001367322	NM_182916
NM_001024227	NM_001658
NM_001127688	NM_001080425
NM_001033572	NM_016627
NM_001006109	NM_020187
NM_133468	NM_001365308
NM_001365590	NM_001365591
NM_001037162	NM_001365789
NM_001462	NM_001005738
NM_001366977	NM_001366979
NM_001366977	NM_001366978
NM_001367322	NM_001367323
NM_001201536	NM_005681
NM_001256510	NM_003143
NM_001366522	NM_001366521
NM_001199281	NM_012295
NM_001367322	NM_001367321
NM_001193508	NM_005612
NM_001166621	NM_021210
NM_030775	NM_032642
NM_001126339	NM_024328
NM_001146157	NM_001137548
NM_001139466	NM_005647
NM_018124	NM_001370534
NM_001331097	NM_153608
NM_001303524	NM_032525
NM_001331097	NM_001369811
NM_005096	NM_201599
NM_004577	NM_001370518
NM_003592	NM_001370661
NM_001040715	NM_001369682
NM_173042	NM_001039660
NM_183234	NM_183235
NM_001006109	NM_001370343
NM_001082533	NM_020178
NM_001320585	NM_198880
NM_000643	NM_000642
NM_001278687	NM_001051
NM_020132	NM_001369880
NM_001040715	NM_001369681
NM_020360	NM_001201576
NM_001269053	NM_001370156
NM_080928	NM_001290258
NM_013301	NM_001370470
NM_002037	NM_001370529
NM_001320358	NM_001320359
NM_001040715	NM_001369686
NM_001330061	NM_001368231
NM_004577	NM_001370506
NM_001370383	NM_001370388
NM_001286061	NM_001286060
NM_020360	NM_001369407
NM_001291978	NM_003703
NM_001007230	NM_001370732
NM_002201	NM_001303233
NM_001329595	NM_152467
NM_000803	NM_001113536
NM_001002761	NM_004678
NM_001165252	NM_033184
NM_021992	NM_194324
NM_032204	NM_001369922
NM_004577	NM_001370509
NM_001177479	NM_144657
NM_001318223	NM_001127441
NM_004577	NM_001370510
NM_032408	NM_001370402
NM_001001522	NM_003186
NM_001305203	NM_133458
NM_001145771	NM_001370428
NM_001007544	NM_001369490
NM_001270470	NM_001270467
NM_181782	NM_001199619
NM_001318750	NM_032424
NM_001370383	NM_001370381
NM_001369502	NM_001369505
NM_001369508	NM_031939
NM_001369326	NM_001159702
NM_001321313	NM_005966
NM_018235	NM_001370248
NM_001145771	NM_001370431
NM_001320358	NM_001320356
NM_144626	NM_001320244
NM_001356370	NM_177457
NM_001136039	NM_001369442
NM_001369413	NM_001369415
NM_001317007	NM_080388
NM_198571	NM_001369695
NM_001369642	NM_001302835
NM_001320358	NM_001320357
NM_178833	NM_001370201
NM_004695	NM_001369668
NM_001130842	NM_020652
NM_001322285	NM_014650
NM_015690	NM_001369423
NM_001184717	NM_015508
NM_001083601	NM_001083600
NM_001204364	NM_152644
NM_014656	NM_001319230
NM_001369642	NM_001369632
NM_023070	NM_001369565
NM_001370481	NM_001370483
NM_001004358	NM_001004356
NM_001370383	NM_001370376
NM_001370383	NM_001370386
NM_001135032	NM_001369524
NM_003592	NM_001370664
NM_001370383	NM_001370398
NM_194359	NM_005785
NM_001261409	NM_003567
NM_001303135	NM_006229
NM_001303095	NM_001370151
NM_001370383	NM_001370393
NM_000985	NM_001369558
NM_001003897	NM_001369742
NM_001363506	NM_001114403
NM_004577	NM_001370516
NM_001370174	NM_001370176
NM_001303095	NM_001370152
NM_001204306	NM_000583
NM_001006109	NM_001370344
NM_001370383	NM_001370394
NM_001251978	NM_013441
NM_001322124	NM_144709
NM_001242405	NM_000163
NM_001369642	NM_001302836
NM_001369777	NM_001369776
NM_004577	NM_001370503
NM_001320358	NM_001320361
NM_001286683	NM_016228
NM_001369754	NM_001369755
NM_001369642	NM_001369638
NM_001304486	NM_012460
NM_001367909	NM_001367910
NM_001370383	NM_001370399
NM_001007230	NM_001370731
NM_001129896	NM_080737
NM_001103175	NM_001369667
NM_001257209	NM_000800
NM_000985	NM_001199340
NM_001370332	NM_001370331
NM_001349448	NM_001008661
NM_001145771	NM_005682
NM_001370184	NM_031912
NM_057092	NM_004470
NM_183419	NM_001353838
NM_001370174	NM_001370177
NM_004577	NM_001370519
NM_012330	NM_001370137
NM_001206665	NM_052868
NM_001322799	NM_002251
NM_001032386	NM_000456
NM_004577	NM_001370515
NM_001168368	NM_020692
NM_001136006	NM_000819
NM_004577	NM_001370504
NM_001368074	NM_001368073
NM_183005	NM_001097590
NM_001347953	NM_001143854
NM_145894	NM_001370125
NM_001320804	NM_001272046
NM_001281853	NM_145278
NM_020923	NM_001369654
NM_000050	NM_054012
NM_001369897	NM_001291366
NM_032204	NM_001369923
NM_005969	NM_001369379
NM_004577	NM_001370513
NM_001370158	NM_001099921
NM_020132	NM_001369878
NM_006467	NM_001370354
NM_178833	NM_001370202
NM_001370383	NM_001370397
NM_001031720	NM_001370181
NM_001370383	NM_001370395
NM_005969	NM_001369377
NM_001257209	NM_001144892
NM_001329997	NM_175887
NM_001370481	NM_017506
NM_001330061	NM_001368237
NM_001324120	NM_014608
NM_015895	NM_001251990
NM_001370174	NM_001370175
NM_001242903	NM_001370424
NM_001369642	NM_001369641
NM_001303618	NM_006566
NM_001242501	NM_001370592
NM_005969	NM_001369375
NM_012427	NM_001077491
NM_001320358	NM_001370305
NM_001348036	NM_198428
NM_024059	NM_001319152
NM_001370085	NM_033409
NM_001369642	NM_001369636
NM_001369759	NM_001080826
NM_001040098	NM_023948
NM_001130137	NM_020851
NM_001370192	NM_001551
NM_013301	NM_001370467
NM_001289807	NM_001368245
NM_004577	NM_001370521
NM_018124	NM_001370535
NM_001370192	NM_001370193
NM_001129896	NM_001370169
NM_001281445	NM_007066
NM_001369642	NM_020424
NM_001256794	NM_001203
NM_001362979	NM_001002296
NM_001320358	NM_001320360
NM_001370383	NM_001370379
NM_001085423	NM_001369493
NM_001282495	NM_024325
NM_001077494	NM_001322934
NM_001129896	NM_001370161
NM_001129896	NM_001370167
NM_004577	NM_001370512
NM_019005	NM_001370076
NM_022355	NM_001369657
NM_001370335	NM_001370334
NM_001184744	NM_000316
NM_198571	NM_001369694
NM_001369609	NM_001369608
NM_001370187	NM_001370188
NM_001369502	NM_001369504
NM_001323265	NM_006257
NM_001008539	NM_001370338
NM_001369770	NM_001369772
NM_000382	NM_001369139
NM_001171798	NM_001171797
NM_001007074	NM_000994
NM_001370335	NM_172058
NM_001129896	NM_001370160
NM_001040715	NM_001369685
NM_003592	NM_001370662
NM_001369413	NM_001369414
NM_001369496	NM_001369497
NM_001363024	NM_148174
NM_032204	NM_001369921
NM_001370383	NM_001370389
NM_001369642	NM_001128302
NM_001369642	NM_001128301
NM_004577	NM_001370505
NM_014174	NM_199298
NM_001034996	NM_003973
NM_001122665	NM_004660
NM_001242903	NM_003488
NM_003721	NM_001370233
NM_001007230	NM_001370730
NM_198843	NM_000542
NM_020768	NM_001370487
NM_001144881	NM_153026
NM_001145541	NM_018393
NM_032993	NM_018983
NM_001039584	NM_012407
NM_001364711	NM_001282537
NM_181889	NM_181891
NM_031498	NM_001198754
NM_001242903	NM_001370423
NM_001370481	NM_001370482
NM_001145771	NM_001370429
NM_001129896	NM_001370166
NM_001003897	NM_022077
NM_194280	NM_001083613
NM_020768	NM_001370486
NM_001369777	NM_001369779
NM_001321324	NM_001369507
NM_006769	NM_001369491
NM_001144925	NM_002462
NM_057092	NM_001370360
NM_005969	NM_001369376
NM_001369889	NM_144645
NM_024327	NM_001145347
NM_001318223	NM_080385
NM_054014	NM_000801
NM_001291825	NM_004810
NM_138723	NM_001370268
NM_001114086	NM_001370650
NM_019005	NM_001370077
NM_004577	NM_001370508
NM_001001662	NM_001346991
NM_212472	NM_001369389
NM_000910	NM_001370180
NM_032368	NM_001316973
NM_152653	NM_001370225
NM_003910	NM_001370407
NM_001368038	NM_001368037
NM_001289807	NM_001289808
NM_001321423	NM_001175
NM_001369745	NM_001369744
NM_001370212	NM_152493
NM_001076778	NM_007177
NM_024621	NM_001167912
NM_001319054	NM_024707
NM_001145771	NM_001370432
NM_001271197	NM_001136214
NM_001369814	NM_001369821
NM_001370187	NM_001128922
NM_001143905	NM_152269
NM_001370085	NM_001370086
NM_001040715	NM_001369684
NM_004577	NM_001370507
NM_152312	NM_001300721
NM_001128324	NM_174890
NM_001362848	NM_000262
NM_001110219	NM_001370090
NM_001135167	NM_000691
NM_001003897	NM_001369743
NM_001369642	NM_001369644
NM_001286616	NM_001286615
NM_001004358	NM_001370296
NM_170672	NM_001139488
NM_001331097	NM_001369812
NM_001370383	NM_001370387
NM_000694	NM_001161473
NM_001370449	NM_001370447
NM_001370332	NM_001370330
NM_001370497	NM_032583
NM_001287256	NM_001042416
NM_001370383	NM_001370396
NM_001369745	NM_001369748
NM_020824	NM_001367454
NM_001743	NM_005184
NM_001137601	NM_001370342
NM_001242314	NM_004721
NM_004577	NM_001370511
NM_212472	NM_001369390
NM_001278632	NM_016358
NM_206539	NM_023932
NM_001908	NM_147780
NM_004577	NM_001370514
NM_001172109	NM_145204
NM_001100118	NM_005432
NM_001083536	NM_001369951
NM_001369814	NM_001369820
NM_001172705	NM_001418
NM_138723	NM_001370269
NM_001278263	NM_014316
NM_001369777	NM_001369778
NM_001167942	NM_152362
NM_003592	NM_001370660
NM_001347248	NM_000103
NM_001301040	NM_024579
NM_001184963	NM_173160
NM_005969	NM_001369378
NM_001353207	NM_053051
NM_001144064	NM_001244892
NM_001367663	NM_001367656
NM_001077697	NM_001282469
NM_194280	NM_001369688
NM_001369413	NM_001369412
NM_005306	NM_001370087
NM_001256421	NM_032717
NM_007229	NM_001184970
NM_003592	NM_001370663
NM_001136039	NM_001369444
NM_001135032	NM_032181
NM_001370383	NM_001370380
NM_001097612	NM_016334
NM_001282062	NM_003586
NM_001369609	NM_018231
NM_001369799	NM_144613
NM_001370449	NM_001370448
NM_001100422	NM_001100423
NM_005465	NM_001370074
NM_001278244	NM_001102420
NM_001136156	NM_014910
NM_001369642	NM_001369637
NM_001242811	NM_001242809
NM_003910	NM_001370410
NM_022465	NM_001351089
NM_001129896	NM_001370165
NM_001288654	NM_001288655
NM_001040715	NM_001369680
NM_001370481	NM_001370480
NM_001370332	NM_172373
NM_019005	NM_001370080
NM_001318164	NM_019042
NM_001370383	NM_001370392
NM_001370497	NM_033151
NM_001364187	NM_000859
NM_001369908	NM_003490
NM_057092	NM_001370363
NM_175573	NM_007002
NM_007144	NM_001369614
NM_153819	NM_001098671
NM_001135032	NM_001369525
NM_001370335	NM_000503
NM_019100	NM_001034023
NM_032146	NM_001278293
NM_001271904	NM_016472
NM_022369	NM_001142617
NM_001142505	NM_022169
NM_016061	NM_001127400
NM_012212	NM_001146108
NM_000985	NM_001369557
NM_001369326	NM_001369328
NM_001122633	NM_001369257
NM_001139441	NM_001256447
NM_013301	NM_001370469
NM_016202	NM_207115
NM_016954	NM_001109878
NM_001242903	NM_001370426
NM_001253845	NM_001369882
NM_001734	NM_201442
NM_018235	NM_001370249
NM_001321003	NM_002453
